Name,Fruit 1,Fruit 2,Fruit 3,Fruit 4,Total Fruits Bought,Date,Day,Purchase ID
Pauline,Banana,Papaya,Tangerine,Orange,7,2000-02-01,Tue,1340
Hauwa,Orange,Apple,Pineapple,Pawpaw,20,2000-02-01,Tue,1341
Sam,Watermelon,Orange,Pineapple,Papaya,21,2000-02-01,Tue,1342
Esther,Banana,Pineapple,Strawberry,Pawpaw,11,2000-02-01,Tue,1343
Philip,Orange,Apple,Strawberry,Papaya,17,2000-02-01,Tue,1344
Philip,Apple,Orange,Orange,Papaya,6,2000-02-01,Tue,1345
Philip,Watermelon,Strawberry,Orange,Pineapple,8,2000-02-01,Tue,1346
Pauline,Apple,Strawberry,Pineapple,Papaya,9,2000-02-01,Tue,1347
Sam,Watermelon,Banana,Pineapple,Pawpaw,4,2000-02-01,Tue,1348
Juliet,Watermelon,Papaya,Tangerine,Guava,10,2000-02-01,Tue,1349
Philip,Papaya,Apple,Tangerine,Apple,9,2000-02-01,Tue,1350
Jamie,Papaya,Papaya,Orange,Papaya,20,2000-02-01,Tue,1351
Ralph,Orange,Apple,Strawberry,Papaya,8,2000-02-01,Tue,1352
Juliet,Watermelon,Papaya,Strawberry,Guava,21,2000-02-01,Tue,1353
Jamie,Orange,Orange,Pineapple,Tangerine,8,2000-02-01,Tue,1354
Juliet,Banana,Banana,Tangerine,Papaya,17,2000-02-01,Tue,1355
Hauwa,Papaya,Banana,Pineapple,Apple,7,2000-02-01,Tue,1356
Hauwa,Orange,Banana,Orange,Guava,11,2000-02-01,Tue,1357
Jamie,Apple,Apple,Pineapple,Pawpaw,10,2000-02-01,Tue,1358
Hauwa,Orange,Tangerine,Orange,Pineapple,17,2000-02-01,Tue,1359
Hauwa,Apple,Banana,Strawberry,Apple,13,2000-02-01,Tue,1360
Pauline,Apple,Strawberry,Pineapple,Pawpaw,8,2000-02-01,Tue,1361
Hauwa,Watermelon,Pineapple,Pineapple,Papaya,8,2000-02-02,Wed,1362
Pauline,Banana,Pineapple,Strawberry,Pawpaw,10,2000-02-02,Wed,1363
Esther,Apple,Strawberry,Strawberry,Apple,17,2000-02-02,Wed,1364
Jamie,Pineapple,Orange,Strawberry,Orange,8,2000-02-02,Wed,1365
Jerry,Apple,Banana,Tangerine,Orange,10,2000-02-02,Wed,1366
Jerry,Orange,Strawberry,Pineapple,Pawpaw,5,2000-02-02,Wed,1367
Juliet,Apple,Apple,Orange,Pineapple,8,2000-02-02,Wed,1368
Juliet,Watermelon,Tangerine,Strawberry,Pineapple,4,2000-02-02,Wed,1369
Jamie,Papaya,Apple,Strawberry,Papaya,5,2000-02-02,Wed,1370
Jerry,Pineapple,Strawberry,Tangerine,Apple,7,2000-02-02,Wed,1371
Esther,Orange,Strawberry,Tangerine,Orange,10,2000-02-02,Wed,1372
Jerry,Pineapple,Pineapple,Tangerine,Apple,8,2000-02-02,Wed,1373
Esther,Watermelon,Papaya,Orange,Orange,9,2000-02-02,Wed,1374
Pauline,Orange,Tangerine,Orange,Papaya,5,2000-02-02,Wed,1375
Pauline,Orange,Strawberry,Orange,Guava,21,2000-02-02,Wed,1376
Esther,Pineapple,Apple,Pineapple,Apple,9,2000-02-02,Wed,1377
Hauwa,Orange,Orange,Strawberry,Apple,21,2000-02-02,Wed,1378
Jerry,Orange,Pineapple,Strawberry,Tangerine,7,2000-02-02,Wed,1379
Philip,Apple,Pineapple,Pineapple,Orange,13,2000-02-02,Wed,1380
Jamie,Orange,Strawberry,Tangerine,Papaya,20,2000-02-02,Wed,1381
Jamie,Orange,Apple,Orange,Orange,4,2000-02-02,Wed,1382
Hauwa,Orange,Tangerine,Strawberry,Orange,21,2000-02-02,Wed,1383
Philip,Apple,Strawberry,Orange,Papaya,6,2000-02-02,Wed,1384
Pauline,Papaya,Orange,Orange,Orange,7,2000-02-02,Wed,1385
Philip,Papaya,Apple,Orange,Pawpaw,20,2000-02-02,Wed,1386
Sam,Banana,Pineapple,Tangerine,Tangerine,8,2000-02-02,Wed,1387
Jerry,Pineapple,Apple,Tangerine,Guava,5,2000-02-02,Wed,1388
Philip,Orange,Tangerine,Tangerine,Papaya,4,2000-02-02,Wed,1389
Jerry,Watermelon,Apple,Strawberry,Pineapple,20,2000-02-02,Wed,1390
Hauwa,Orange,Pineapple,Orange,Pineapple,5,2000-02-02,Wed,1391
Hauwa,Pineapple,Papaya,Pineapple,Tangerine,5,2000-02-02,Wed,1392
Jamie,Orange,Apple,Tangerine,Orange,8,2000-02-02,Wed,1393
Pauline,Banana,Apple,Pineapple,Pawpaw,8,2000-02-02,Wed,1394
Philip,Watermelon,Tangerine,Orange,Pawpaw,21,2000-02-02,Wed,1395
Hauwa,Watermelon,Pineapple,Orange,Orange,10,2000-02-02,Wed,1396
Ralph,Orange,Pineapple,Orange,Orange,21,2000-02-02,Wed,1397
Sam,Orange,Apple,Tangerine,Guava,5,2000-02-02,Wed,1398
Esther,Banana,Pineapple,Orange,Papaya,8,2000-02-02,Wed,1399
Jamie,Banana,Apple,Strawberry,Papaya,5,2000-02-02,Wed,1400
Jamie,Orange,Banana,Strawberry,Tangerine,8,2000-02-02,Wed,1401
Hauwa,Banana,Orange,Pineapple,Pawpaw,7,2000-02-02,Wed,1402
Pauline,Apple,Papaya,Pineapple,Papaya,20,2000-02-02,Wed,1403
Juliet,Banana,Pineapple,Tangerine,Pineapple,10,2000-02-02,Wed,1404
Ralph,Pineapple,Pineapple,Pineapple,Pineapple,8,2000-02-02,Wed,1405
Sam,Apple,Apple,Tangerine,Apple,4,2000-02-02,Wed,1406
Philip,Apple,Papaya,Orange,Pineapple,4,2000-02-02,Wed,1407
Esther,Banana,Strawberry,Orange,Papaya,13,2000-02-02,Wed,1408
Jamie,Papaya,Strawberry,Pineapple,Orange,20,2000-02-02,Wed,1409
Jerry,Apple,Banana,Tangerine,Pineapple,11,2000-02-02,Wed,1410
Sam,Apple,Papaya,Strawberry,Papaya,8,2000-02-02,Wed,1411
Juliet,Orange,Pineapple,Strawberry,Tangerine,8,2000-02-02,Wed,1412
Philip,Banana,Apple,Strawberry,Tangerine,20,2000-02-02,Wed,1413
Pauline,Papaya,Papaya,Strawberry,Pineapple,20,2000-02-02,Wed,1414
Esther,Papaya,Apple,Strawberry,Pineapple,10,2000-02-02,Wed,1415
Isaac,Pineapple,Pineapple,Pineapple,Apple,7,2000-02-03,Thu,1416
Hauwa,Papaya,Pineapple,Orange,Pawpaw,7,2000-02-03,Thu,1417
Ralph,Watermelon,Apple,Orange,Papaya,20,2000-02-03,Thu,1418
Sam,Apple,Pineapple,Strawberry,Orange,5,2000-02-03,Thu,1419
Esther,Apple,Pineapple,Strawberry,Guava,5,2000-02-03,Thu,1420
Juliet,Apple,Tangerine,Tangerine,Tangerine,10,2000-02-03,Thu,1421
Pauline,Orange,Apple,Strawberry,Apple,17,2000-02-03,Thu,1422
Jamie,Apple,Papaya,Tangerine,Orange,20,2000-02-03,Thu,1423
Jamie,Pineapple,Apple,Orange,Pineapple,8,2000-02-03,Thu,1424
Jamie,Papaya,Banana,Strawberry,Papaya,5,2000-02-03,Thu,1425
Sam,Watermelon,Strawberry,Orange,Orange,20,2000-02-03,Thu,1426
Hauwa,Orange,Apple,Orange,Apple,7,2000-02-03,Thu,1427
Ralph,Orange,Tangerine,Tangerine,Papaya,17,2000-02-03,Thu,1428
Esther,Apple,Pineapple,Pineapple,Tangerine,20,2000-02-03,Thu,1429
Jerry,Watermelon,Apple,Orange,Tangerine,4,2000-02-03,Thu,1430
Juliet,Apple,Banana,Orange,Orange,8,2000-02-03,Thu,1431
Juliet,Papaya,Apple,Strawberry,Papaya,10,2000-02-03,Thu,1432
Philip,Banana,Pineapple,Pineapple,Orange,8,2000-02-03,Thu,1433
Juliet,Watermelon,Banana,Pineapple,Apple,8,2000-02-03,Thu,1434
Pauline,Watermelon,Banana,Pineapple,Orange,10,2000-02-03,Thu,1435
Philip,Papaya,Banana,Pineapple,Tangerine,13,2000-02-03,Thu,1436
Jamie,Apple,Tangerine,Tangerine,Papaya,10,2000-02-03,Thu,1437
Juliet,Orange,Tangerine,Strawberry,Papaya,8,2000-02-03,Thu,1438
Pauline,Pineapple,Banana,Pineapple,Orange,20,2000-02-03,Thu,1439
Pauline,Orange,Banana,Strawberry,Tangerine,5,2000-02-03,Thu,1440
Jerry,Watermelon,Orange,Strawberry,Pineapple,9,2000-02-03,Thu,1441
Ralph,Apple,Pineapple,Pineapple,Pawpaw,8,2000-02-03,Thu,1442
Pauline,Watermelon,Orange,Strawberry,Apple,5,2000-02-03,Thu,1443
Jamie,Orange,Tangerine,Strawberry,Orange,6,2000-02-03,Thu,1444
Jamie,Pineapple,Banana,Strawberry,Orange,8,2000-02-03,Thu,1445
Hauwa,Apple,Apple,Pineapple,Pawpaw,20,2000-02-03,Thu,1446
Jamie,Apple,Pineapple,Tangerine,Pineapple,11,2000-02-03,Thu,1447
Jerry,Orange,Orange,Pineapple,Apple,8,2000-02-03,Thu,1448
Hauwa,Orange,Tangerine,Strawberry,Guava,5,2000-02-03,Thu,1449
Hauwa,Orange,Orange,Orange,Pawpaw,17,2000-02-03,Thu,1450
Esther,Banana,Orange,Pineapple,Papaya,13,2000-02-03,Thu,1451
Ralph,Apple,Apple,Pineapple,Apple,8,2000-02-03,Thu,1452
Esther,Apple,Strawberry,Strawberry,Papaya,10,2000-02-03,Thu,1453
Hauwa,Pineapple,Banana,Orange,Tangerine,8,2000-02-03,Thu,1454
Juliet,Apple,Apple,Tangerine,Pawpaw,13,2000-02-03,Thu,1455
Philip,Pineapple,Papaya,Strawberry,Orange,11,2000-02-03,Thu,1456
Pauline,Apple,Orange,Strawberry,Pawpaw,20,2000-02-03,Thu,1457
Jamie,Orange,Papaya,Pineapple,Papaya,7,2000-02-03,Thu,1458
Sam,Orange,Orange,Tangerine,Pineapple,5,2000-02-03,Thu,1459
Jamie,Watermelon,Tangerine,Orange,Orange,8,2000-02-04,Fri,1460
Sam,Banana,Orange,Tangerine,Guava,10,2000-02-04,Fri,1461
Pauline,Orange,Pineapple,Orange,Papaya,7,2000-02-04,Fri,1462
Sam,Papaya,Orange,Tangerine,Papaya,10,2000-02-04,Fri,1463
Pauline,Pineapple,Papaya,Tangerine,Tangerine,9,2000-02-04,Fri,1464
Esther,Orange,Orange,Strawberry,Papaya,17,2000-02-04,Fri,1465
Jerry,Orange,Apple,Pineapple,Orange,5,2000-02-04,Fri,1466
Pauline,Orange,Pineapple,Tangerine,Apple,5,2000-02-04,Fri,1467
Philip,Banana,Pineapple,Tangerine,Tangerine,17,2000-02-04,Fri,1468
Jerry,Orange,Pineapple,Tangerine,Pineapple,6,2000-02-04,Fri,1469
Jerry,Watermelon,Banana,Orange,Papaya,17,2000-02-04,Fri,1470
Hauwa,Pineapple,Pineapple,Orange,Papaya,10,2000-02-04,Fri,1471
Hauwa,Orange,Papaya,Strawberry,Pawpaw,5,2000-02-04,Fri,1472
Philip,Banana,Banana,Strawberry,Papaya,17,2000-02-04,Fri,1473
Philip,Orange,Apple,Pineapple,Guava,4,2000-02-04,Fri,1474
Hauwa,Apple,Apple,Tangerine,Papaya,7,2000-02-04,Fri,1475
Jerry,Pineapple,Strawberry,Pineapple,Tangerine,7,2000-02-04,Fri,1476
Hauwa,Watermelon,Strawberry,Strawberry,Papaya,17,2000-02-04,Fri,1477
Ralph,Orange,Pineapple,Pineapple,Pineapple,10,2000-02-04,Fri,1478
Hauwa,Orange,Apple,Orange,Pawpaw,21,2000-02-04,Fri,1479
Hauwa,Papaya,Banana,Tangerine,Papaya,13,2000-02-04,Fri,1480
Jamie,Orange,Apple,Orange,Guava,10,2000-02-04,Fri,1481
Jerry,Banana,Banana,Pineapple,Pawpaw,9,2000-02-04,Fri,1482
Hauwa,Orange,Apple,Tangerine,Papaya,8,2000-02-04,Fri,1483
Pauline,Orange,Apple,Orange,Orange,5,2000-02-04,Fri,1484
Hauwa,Papaya,Apple,Strawberry,Orange,20,2000-02-04,Fri,1485
Hauwa,Papaya,Banana,Orange,Guava,21,2000-02-04,Fri,1486
Hauwa,Orange,Orange,Orange,Guava,7,2000-02-04,Fri,1487
Sam,Pineapple,Strawberry,Tangerine,Apple,5,2000-02-04,Fri,1488
Hauwa,Banana,Papaya,Tangerine,Papaya,8,2000-02-04,Fri,1489
Jamie,Orange,Apple,Tangerine,Pineapple,20,2000-02-04,Fri,1490
Esther,Watermelon,Apple,Orange,Guava,9,2000-02-04,Fri,1491
Jerry,Pineapple,Banana,Strawberry,Papaya,17,2000-02-04,Fri,1492
Philip,Banana,Apple,Strawberry,Orange,7,2000-02-04,Fri,1493
Juliet,Banana,Apple,Tangerine,Tangerine,6,2000-02-04,Fri,1494
Ralph,Banana,Strawberry,Pineapple,Guava,5,2000-02-04,Fri,1495
Pauline,Orange,Tangerine,Orange,Papaya,8,2000-02-04,Fri,1496
Ralph,Banana,Orange,Tangerine,Pawpaw,6,2000-02-04,Fri,1497
Pauline,Apple,Pineapple,Pineapple,Pawpaw,20,2000-02-04,Fri,1498
Sam,Banana,Papaya,Strawberry,Pineapple,9,2000-02-04,Fri,1499
Jerry,Papaya,Strawberry,Pineapple,Papaya,9,2000-02-04,Fri,1500
Hauwa,Papaya,Papaya,Pineapple,Pawpaw,5,2000-02-04,Fri,1501
Pauline,Papaya,Apple,Pineapple,Tangerine,9,2000-02-04,Fri,1502
Pauline,Orange,Banana,Pineapple,Tangerine,6,2000-02-04,Fri,1503
Philip,Orange,Strawberry,Orange,Orange,21,2000-02-04,Fri,1504
Esther,Banana,Tangerine,Tangerine,Pineapple,10,2000-02-04,Fri,1505
Philip,Orange,Apple,Strawberry,Pawpaw,11,2000-02-04,Fri,1506
Esther,Orange,Banana,Pineapple,Apple,4,2000-02-04,Fri,1507
Ralph,Apple,Orange,Orange,Apple,13,2000-02-04,Fri,1508
Pauline,Watermelon,Banana,Orange,Tangerine,4,2000-02-04,Fri,1509
Esther,Orange,Tangerine,Pineapple,Orange,8,2000-02-04,Fri,1510
Sam,Orange,Orange,Strawberry,Pineapple,9,2000-02-05,Sat,1511
Ralph,Apple,Orange,Strawberry,Tangerine,10,2000-02-05,Sat,1512
Sam,Apple,Papaya,Tangerine,Pineapple,8,2000-02-05,Sat,1513
Hauwa,Banana,Orange,Tangerine,Orange,8,2000-02-05,Sat,1514
Hauwa,Banana,Orange,Strawberry,Tangerine,10,2000-02-05,Sat,1515
Juliet,Apple,Banana,Strawberry,Orange,8,2000-02-05,Sat,1516
Sam,Banana,Apple,Pineapple,Tangerine,10,2000-02-05,Sat,1517
Ralph,Banana,Papaya,Strawberry,Papaya,11,2000-02-05,Sat,1518
Juliet,Banana,Apple,Strawberry,Apple,5,2000-02-05,Sat,1519
Philip,Orange,Strawberry,Orange,Pawpaw,8,2000-02-05,Sat,1520
Esther,Orange,Apple,Orange,Apple,10,2000-02-05,Sat,1521
Philip,Pineapple,Orange,Pineapple,Papaya,5,2000-02-05,Sat,1522
Ralph,Papaya,Papaya,Strawberry,Pineapple,20,2000-02-05,Sat,1523
Ralph,Orange,Strawberry,Orange,Guava,17,2000-02-05,Sat,1524
Sam,Pineapple,Apple,Pineapple,Pawpaw,5,2000-02-05,Sat,1525
Jerry,Apple,Strawberry,Pineapple,Orange,9,2000-02-05,Sat,1526
Philip,Watermelon,Pineapple,Orange,Pineapple,6,2000-02-05,Sat,1527
Sam,Watermelon,Banana,Tangerine,Tangerine,5,2000-02-05,Sat,1528
Esther,Banana,Strawberry,Orange,Pawpaw,10,2000-02-05,Sat,1529
Jerry,Apple,Orange,Tangerine,Apple,5,2000-02-05,Sat,1530
Hauwa,Pineapple,Pineapple,Orange,Pineapple,5,2000-02-05,Sat,1531
Philip,Papaya,Orange,Orange,Papaya,10,2000-02-05,Sat,1532
Esther,Papaya,Orange,Strawberry,Orange,17,2000-02-05,Sat,1533
Juliet,Orange,Strawberry,Strawberry,Papaya,5,2000-02-05,Sat,1534
Pauline,Orange,Apple,Pineapple,Pawpaw,5,2000-02-05,Sat,1535
Philip,Watermelon,Banana,Pineapple,Pineapple,13,2000-02-05,Sat,1536
Hauwa,Orange,Tangerine,Pineapple,Papaya,8,2000-02-05,Sat,1537
Ralph,Orange,Apple,Strawberry,Pineapple,8,2000-02-05,Sat,1538
Juliet,Watermelon,Apple,Tangerine,Apple,5,2000-02-05,Sat,1539
Jamie,Banana,Apple,Tangerine,Apple,21,2000-02-05,Sat,1540
Esther,Banana,Apple,Orange,Guava,5,2000-02-05,Sat,1541
Philip,Apple,Pineapple,Pineapple,Papaya,5,2000-02-05,Sat,1542
Ralph,Orange,Orange,Tangerine,Pawpaw,20,2000-02-05,Sat,1543
Esther,Watermelon,Tangerine,Pineapple,Apple,17,2000-02-05,Sat,1544
Sam,Pineapple,Papaya,Orange,Orange,20,2000-02-06,Sun,1545
Jerry,Watermelon,Banana,Pineapple,Apple,6,2000-02-06,Sun,1546
Philip,Orange,Pineapple,Strawberry,Tangerine,21,2000-02-06,Sun,1547
Hauwa,Papaya,Orange,Orange,Guava,11,2000-02-06,Sun,1548
Hauwa,Pineapple,Apple,Pineapple,Papaya,17,2000-02-06,Sun,1549
Juliet,Orange,Orange,Pineapple,Tangerine,8,2000-02-06,Sun,1550
Juliet,Banana,Tangerine,Tangerine,Pawpaw,9,2000-02-06,Sun,1551
Juliet,Banana,Papaya,Pineapple,Papaya,6,2000-02-06,Sun,1552
Juliet,Banana,Tangerine,Tangerine,Papaya,10,2000-02-06,Sun,1553
Jerry,Papaya,Strawberry,Tangerine,Tangerine,21,2000-02-06,Sun,1554
Sam,Pineapple,Apple,Strawberry,Pawpaw,20,2000-02-06,Sun,1555
Pauline,Orange,Orange,Tangerine,Guava,10,2000-02-06,Sun,1556
Hauwa,Banana,Banana,Tangerine,Apple,8,2000-02-06,Sun,1557
Pauline,Pineapple,Apple,Strawberry,Pawpaw,4,2000-02-06,Sun,1558
Pauline,Apple,Orange,Orange,Apple,20,2000-02-06,Sun,1559
Jamie,Banana,Banana,Strawberry,Guava,9,2000-02-06,Sun,1560
Jamie,Pineapple,Papaya,Orange,Apple,5,2000-02-06,Sun,1561
Jamie,Papaya,Apple,Orange,Tangerine,13,2000-02-06,Sun,1562
Ralph,Watermelon,Papaya,Orange,Pineapple,8,2000-02-06,Sun,1563
Esther,Apple,Banana,Pineapple,Pawpaw,6,2000-02-06,Sun,1564
Hauwa,Apple,Tangerine,Tangerine,Orange,5,2000-02-06,Sun,1565
Hauwa,Pineapple,Pineapple,Orange,Orange,8,2000-02-06,Sun,1566
Esther,Apple,Banana,Strawberry,Pineapple,8,2000-02-06,Sun,1567
Sam,Apple,Apple,Pineapple,Guava,8,2000-02-06,Sun,1568
Sam,Banana,Papaya,Orange,Guava,13,2000-02-06,Sun,1569
Juliet,Pineapple,Apple,Pineapple,Tangerine,20,2000-02-06,Sun,1570
Ralph,Pineapple,Apple,Pineapple,Orange,7,2000-02-06,Sun,1571
Pauline,Apple,Banana,Orange,Orange,5,2000-02-06,Sun,1572
Pauline,Apple,Strawberry,Orange,Pawpaw,13,2000-02-06,Sun,1573
Juliet,Papaya,Tangerine,Strawberry,Pineapple,20,2000-02-06,Sun,1574
Jerry,Orange,Apple,Tangerine,Tangerine,4,2000-02-06,Sun,1575
Juliet,Orange,Tangerine,Strawberry,Pawpaw,5,2000-02-06,Sun,1576
Jerry,Banana,Apple,Orange,Pawpaw,13,2000-02-06,Sun,1577
Pauline,Orange,Orange,Tangerine,Pawpaw,20,2000-02-06,Sun,1578
Philip,Orange,Apple,Strawberry,Pawpaw,8,2000-02-06,Sun,1579
Hauwa,Papaya,Apple,Pineapple,Tangerine,21,2000-02-06,Sun,1580
Pauline,Papaya,Apple,Pineapple,Apple,8,2000-02-06,Sun,1581
Hauwa,Papaya,Banana,Tangerine,Papaya,4,2000-02-06,Sun,1582
Jerry,Apple,Orange,Tangerine,Apple,21,2000-02-06,Sun,1583
Esther,Watermelon,Banana,Pineapple,Pineapple,5,2000-02-06,Sun,1584
Ralph,Pineapple,Pineapple,Tangerine,Papaya,6,2000-02-06,Sun,1585
Hauwa,Orange,Orange,Pineapple,Papaya,10,2000-02-06,Sun,1586
Pauline,Papaya,Tangerine,Pineapple,Tangerine,11,2000-02-06,Sun,1587
Philip,Orange,Strawberry,Strawberry,Guava,20,2000-02-06,Sun,1588
Jerry,Orange,Banana,Strawberry,Papaya,6,2000-02-06,Sun,1589
Jerry,Orange,Tangerine,Pineapple,Pineapple,20,2000-02-06,Sun,1590
Philip,Apple,Banana,Strawberry,Papaya,11,2000-02-07,Mon,1591
Jerry,Watermelon,Banana,Pineapple,Pineapple,7,2000-02-07,Mon,1592
Esther,Banana,Papaya,Orange,Orange,9,2000-02-07,Mon,1593
Philip,Papaya,Orange,Orange,Apple,10,2000-02-07,Mon,1594
Juliet,Orange,Orange,Orange,Guava,20,2000-02-07,Mon,1595
Jerry,Apple,Papaya,Strawberry,Papaya,20,2000-02-07,Mon,1596
Jamie,Orange,Apple,Tangerine,Guava,10,2000-02-07,Mon,1597
Juliet,Orange,Apple,Orange,Papaya,7,2000-02-07,Mon,1598
Pauline,Apple,Banana,Strawberry,Pineapple,4,2000-02-07,Mon,1599
Ralph,Apple,Orange,Tangerine,Orange,17,2000-02-07,Mon,1600
Esther,Orange,Papaya,Tangerine,Tangerine,5,2000-02-07,Mon,1601
Esther,Banana,Apple,Pineapple,Orange,20,2000-02-07,Mon,1602
Pauline,Orange,Apple,Strawberry,Papaya,6,2000-02-07,Mon,1603
Jamie,Apple,Papaya,Strawberry,Pawpaw,9,2000-02-07,Mon,1604
Ralph,Orange,Apple,Orange,Orange,20,2000-02-07,Mon,1605
Philip,Banana,Papaya,Pineapple,Papaya,10,2000-02-07,Mon,1606
Esther,Apple,Apple,Strawberry,Pineapple,4,2000-02-07,Mon,1607
Jerry,Banana,Papaya,Tangerine,Apple,20,2000-02-07,Mon,1608
Esther,Orange,Tangerine,Tangerine,Tangerine,7,2000-02-07,Mon,1609
Jerry,Apple,Pineapple,Orange,Pineapple,8,2000-02-07,Mon,1610
Hauwa,Apple,Strawberry,Pineapple,Pineapple,5,2000-02-07,Mon,1611
Esther,Pineapple,Banana,Tangerine,Guava,10,2000-02-07,Mon,1612
Esther,Orange,Orange,Pineapple,Pineapple,5,2000-02-07,Mon,1613
Jerry,Orange,Apple,Strawberry,Pawpaw,9,2000-02-07,Mon,1614
Jerry,Papaya,Strawberry,Tangerine,Papaya,9,2000-02-07,Mon,1615
Esther,Apple,Tangerine,Orange,Pineapple,10,2000-02-07,Mon,1616
Juliet,Banana,Tangerine,Pineapple,Apple,8,2000-02-07,Mon,1617
Sam,Pineapple,Apple,Tangerine,Papaya,20,2000-02-07,Mon,1618
Juliet,Pineapple,Apple,Orange,Orange,10,2000-02-07,Mon,1619
Philip,Apple,Strawberry,Strawberry,Guava,5,2000-02-07,Mon,1620
Juliet,Watermelon,Orange,Strawberry,Orange,8,2000-02-07,Mon,1621
Jamie,Watermelon,Apple,Tangerine,Guava,6,2000-02-07,Mon,1622
Ralph,Banana,Pineapple,Pineapple,Guava,7,2000-02-07,Mon,1623
Jamie,Orange,Pineapple,Orange,Papaya,20,2000-02-07,Mon,1624
Jerry,Apple,Papaya,Strawberry,Tangerine,13,2000-03-01,Wed,1625
Sam,Watermelon,Papaya,Strawberry,Orange,8,2000-03-01,Wed,1626
Philip,Apple,Tangerine,Strawberry,Tangerine,17,2000-03-01,Wed,1627
Philip,Apple,Strawberry,Orange,Orange,5,2000-03-01,Wed,1628
Hauwa,Pineapple,Pineapple,Orange,Guava,10,2000-03-01,Wed,1629
Jerry,Orange,Banana,Strawberry,Pawpaw,11,2000-03-01,Wed,1630
Hauwa,Pineapple,Papaya,Strawberry,Tangerine,10,2000-03-01,Wed,1631
Philip,Pineapple,Apple,Pineapple,Pawpaw,7,2000-03-01,Wed,1632
Juliet,Apple,Strawberry,Orange,Papaya,17,2000-03-01,Wed,1633
Hauwa,Watermelon,Papaya,Orange,Guava,20,2000-03-01,Wed,1634
Sam,Watermelon,Apple,Pineapple,Apple,7,2000-03-01,Wed,1635
Jamie,Banana,Strawberry,Strawberry,Papaya,5,2000-03-01,Wed,1636
Ralph,Apple,Apple,Tangerine,Apple,9,2000-03-01,Wed,1637
Juliet,Watermelon,Orange,Tangerine,Guava,6,2000-03-01,Wed,1638
Sam,Orange,Strawberry,Pineapple,Guava,5,2000-03-01,Wed,1639
Jamie,Apple,Papaya,Tangerine,Tangerine,8,2000-03-01,Wed,1640
Jamie,Apple,Apple,Pineapple,Guava,13,2000-03-01,Wed,1641
Philip,Banana,Papaya,Strawberry,Pawpaw,17,2000-03-01,Wed,1642
Pauline,Watermelon,Orange,Strawberry,Papaya,10,2000-03-01,Wed,1643
Hauwa,Orange,Orange,Tangerine,Papaya,5,2000-03-01,Wed,1644
Pauline,Watermelon,Papaya,Pineapple,Pawpaw,21,2000-03-01,Wed,1645
Ralph,Apple,Papaya,Strawberry,Pawpaw,21,2000-03-01,Wed,1646
Esther,Papaya,Apple,Pineapple,Guava,6,2000-03-01,Wed,1647
Jerry,Banana,Strawberry,Tangerine,Pineapple,5,2000-03-01,Wed,1648
Philip,Apple,Apple,Orange,Papaya,4,2000-03-01,Wed,1649
Esther,Apple,Papaya,Orange,Papaya,6,2000-03-01,Wed,1650
Ralph,Banana,Orange,Tangerine,Orange,20,2000-03-01,Wed,1651
Hauwa,Apple,Pineapple,Pineapple,Pineapple,8,2000-03-01,Wed,1652
Jamie,Pineapple,Papaya,Strawberry,Papaya,6,2000-03-01,Wed,1653
Philip,Papaya,Papaya,Orange,Papaya,21,2000-03-01,Wed,1654
Ralph,Watermelon,Apple,Pineapple,Apple,10,2000-03-01,Wed,1655
Ralph,Banana,Orange,Tangerine,Tangerine,6,2000-03-01,Wed,1656
Juliet,Orange,Orange,Orange,Pineapple,11,2000-03-01,Wed,1657
Philip,Watermelon,Strawberry,Strawberry,Orange,11,2000-03-01,Wed,1658
Esther,Apple,Apple,Pineapple,Tangerine,8,2000-03-01,Wed,1659
Pauline,Orange,Pineapple,Orange,Apple,17,2000-03-01,Wed,1660
Juliet,Apple,Apple,Pineapple,Apple,17,2000-03-01,Wed,1661
Juliet,Banana,Banana,Pineapple,Papaya,4,2000-03-01,Wed,1662
Philip,Pineapple,Pineapple,Pineapple,Guava,8,2000-03-01,Wed,1663
Sam,Orange,Tangerine,Pineapple,Guava,21,2000-03-01,Wed,1664
Esther,Banana,Banana,Strawberry,Tangerine,5,2000-03-01,Wed,1665
Juliet,Papaya,Papaya,Strawberry,Orange,21,2000-03-01,Wed,1666
Sam,Watermelon,Papaya,Pineapple,Guava,13,2000-03-01,Wed,1667
Ralph,Watermelon,Pineapple,Strawberry,Apple,6,2000-03-01,Wed,1668
Juliet,Banana,Strawberry,Orange,Pawpaw,20,2000-03-01,Wed,1669
Jerry,Papaya,Tangerine,Tangerine,Papaya,20,2000-03-01,Wed,1670
Pauline,Orange,Orange,Orange,Papaya,10,2000-03-01,Wed,1671
Philip,Banana,Papaya,Orange,Pineapple,10,2000-03-01,Wed,1672
Philip,Apple,Papaya,Pineapple,Guava,6,2000-03-01,Wed,1673
Pauline,Watermelon,Strawberry,Strawberry,Apple,8,2000-03-01,Wed,1674
Ralph,Orange,Banana,Orange,Papaya,7,2000-03-01,Wed,1675
Sam,Apple,Tangerine,Orange,Papaya,17,2000-03-02,Thu,1676
Esther,Banana,Pineapple,Pineapple,Apple,7,2000-03-02,Thu,1677
Hauwa,Banana,Strawberry,Strawberry,Pawpaw,5,2000-03-02,Thu,1678
Pauline,Papaya,Apple,Strawberry,Papaya,21,2000-03-02,Thu,1679
Sam,Orange,Pineapple,Strawberry,Papaya,10,2000-03-02,Thu,1680
